Date,Time,Session,Session Title,Chairs,Presenters,Organizing Groups
12/04,11:00 - 12:00,EF015,"Advances in the diagnosis and treatment of skin, bone, and joint infections","Norma JUNG","Potential benefits of PET-CT in the management of bone and joint infections in infective endocarditis: a retrospective analysis from the Mayo Clinic: Francesco PETRI | Synovial fluid microRNA biomarkers enable accurate diagnosis of periprosthetic joint infection: Bernhard J.h. FRANK | Diagnostic accuracy of 16S rDNA PCR, multiplex PCR and metagenomic Next-Generation Sequencing in periprosthetic joint infections: a systematic review and meta-analysis: Flaminia OLEARO | Comparison of microbiology, management and outcome between patients with native and with post-surgical vertebral osteomyelitis: a 7-year retrospective study: Giacomo FRANCESCHI | Cefiderocol real-life use in bone and joint infection: a retrospective French multicenter study: Ava DIARRA | Real-Life Experience with Dalbavancin as Suppressive Antibiotic Treatment in orthopaedic implant-related infections.: Rosa ESCUDERO-S�NCHEZ | Short or Long Antibiotic Regimes in Orthopaedics: the SOLARIO multicentre randomised controlled trial: Maria DUDAREVA | Clinical and Antibacterial Diversity of Staphylococcal Phenotypes in Skin and Soft Tissue Infections: A Resource-Limited Country Perspective.: Faiza ZEESHAN | Discrepancy between clinical-radiological diagnosis and surgical confirmation in 62 patients undergoing fasciotomy for suspected necrotizing fasciitis: a 11-year retrospective study.: Federico ROMANI","Not specified"
12/04,11:00 - 12:00,EF016,"Rising threats: antimicrobial resistance in STIs","Marcos RUST","Important rise of antibiotic resistance of Mycoplasma genitalium, a sexually transmitted pathogen, in a French University hospital: Florence DOUCET POPULAIRE | Molecular characterization of antimicrobial resistance and genotyping of Mycoplasma genitalium positive samples of the Lisbon area, Portugal: Margarida BARROS | Antimicrobial Resistance in Mycoplasma genitalium: Surveillance and Management in São Paulo, Brazil: Victor PASSARELLI | Impact of genotypic substitutions on treatment failure for Mycoplasma genitalium infection: Nicholas Brian BANA | Macrolide-resistant Mycoplasma genitalium: an emerging threat to public health?: Jorge CISCAR SORIANO | Comparison of carbapenem MIC in wild-type, MDR and XDR Neisseria gonorrhoeae isolates: Julie BROUSSEAU | Unsettling surge in antimicrobial resistance patterns of Neisseria gonorrhoeae - A study from national reference centre in India.: Devanshi SHARMA | Surveillance of Neisseria gonorrhoeae antimicrobial resistance rate and treatment regimes in Singapore from 2014 to 2024: Marcella GIOVANNI | Molecular surveillance results of N. gonorrhoeae in Korea: Kyoung Ho ROH","Not specified"
12/04,11:00 - 12:00,FO050,"HIV: a global ethical Conundrum","Seif AL-ABRI","HIV, from key population to general population: a Pandora's Box: Syed Faisal MAHMOOD | Ethical considerations in preventing mother-to-child HIV transmission: Glory ALEXANDER | HIV drug trials in Africa: ethical concerns: Shah REENA | HIV-related stigma and discrimination in the healthcare setting: Teymur NOORI","ESCMID Ethics Advisory Committee (EEAC)"
12/04,11:00 - 12:00,KN044,"Asia: an AMR Hot Zone","Giulia DE ANGELIS; Robert Leo SKOV",": David L. PATERSON","Not specified"
12/04,11:00 - 12:00,LB001,"Advances in vaccine effectiveness for viral respiratory infections","Jean Paul STAHL","Vaccination in pregnancy with RSVpreF elicits IgG, IgA and total secretory antibody responses in milk of lactating individuals: Jessica ATWELL | Real-world effectiveness of 20-valent pneumococcal conjugate vaccine among adults ≥65 years of age in the United States: Amanda MILES | Safety and immunogenicity of the MERS vaccine, ChAdOx1 MERS, in older adults with and without prior ChAdOx1 exposure: Daniel JENKIN | Immunogenicity of JN.1- and KP.2-encoding mRNA COVID-19 vaccines against JN.1 SARS-CoV-2 sublineages in adult participants: Amparo FIGUEROA | JN.1-adapted vaccine effectiveness against COVID-19 hospitalisation in Europe: a test-negative case-control study using id.DRIVE: Hannah R VOLKMAN","Not specified"
12/04,11:00 - 12:00,ME048,"Cut a long story short: choosing NGS platforms","",": Etienne RUPPE; Stefan GREEN","Not specified"
12/04,11:00 - 12:00,ME049,"How to perform clinical trials in mycoses?","",": Monica SLAVIN; Nkechi AZIE","ESCMID Fungal Infection Study Group (EFISG)"
12/04,11:00 - 12:00,MEET62,"Clostridioides difficile Study Group open meeting (ESGCD)","John E. COIA; Kerrie DAVIES; Erik DUBBERKE; John HERITAGE; Andrea MARINO; Wiep Klaas SMITS","","Not specified"
12/04,11:00 - 12:00,MEET63,"Viral Hepatitis Study Group open meeting (ESGVH)","Imran HASANOGLU; Mojca MATICIC; Oana SANDULESCU","","Not specified"
12/04,11:00 - 12:00,OS007,"New developements in prophylaxis and treatment of COVID-19","Snjezana ZIDOVEC LEPEJ; G�lsen �ZKAYA SAHIN","Ensitrelvir for the prevention of COVID-19 among household contacts: key subgroup analyses of a randomized, double-blinded, placebo controlled post-exposure prophylaxis study, SCORPIO-PEP: Frederick HAYDEN | Efficacy of nirmatrelvir/ritonavir on overall COVID-19 related symptoms in immunocompromised adult participants from the EPIC-IC trial: Ruth MOKGOKONG | COVID-19 patients benefitting from remdesivir for improved survival: a neural network-based approach.: Tommaso Francesco AIELLO | Efficacy and safety of sotrovimab vs oral antivirals in omicron waves: a retrospective analysis: Chiara CACACE | Pharmacokinetics and immunogenicity of AZD7442 (Tixagevimab/Cilgavimab) in hospitalised COVID-19 patients: results from the DisCoVeRy trial: Cl�ment MASSONNAUD","Not specified"
12/04,11:00 - 12:00,OS008,"Advancing Malaria Research: From Molecular Insights to Clinical Challenges","Kamruddin AHMED; Giri Shan RAJAHRAM","Influence of second blood meals on Plasmodium vivax development and infectivity in mosquitoes: Sirasate BANTUCHAI | Severe imported Plasmodium falciparum malaria with hyperparasitaemia: evaluation of predictors for critical disease: Tilman LINGSCHEID | The current status of Plasmodium falciparum chloroquine resistance transporter gene (K76T) and Plasmodium falciparum multi-drug resistance gene 1 (N86Y) in Cameroon: Magdany FRU | SOFA score vs WHO severity criteria to guide antimalarial treatment - 10 years of imported malaria cases in a UK tertiary centre reviewed.: Emmie SAVORY","Not specified"
12/04,11:00 - 12:00,OS009,"Osteoarticular uninvited guests","Tiziana ASCIONE; Jaime ESTEBAN","Antibiotic-refractory oligoarthritis in an adolescent caused by Borrelia bavariensis in Croatia: Nina KRAJCAR | Progression of vertebral echinococcosis despite radiotherapy treatment: Marta GONZ�LEZ-SANZ | Two cases of septic osteoarthritis of Cutibacterium acnes detected by 16S rRNA gene sequencing in immunocompetent adolescents: Hideo OKUNO | A UK case of Melioidosis with osteomyelitis two years after geographical exposure: Christopher DARLOW | When Infection Masquerades as Malignancy: A Case of Disseminated Mycobacterium fortuitum complex infection with Mixed Osteoblastic and Osteolytic Lesions and Lymphadenopathy in Anti-IFN-γ Immunodeficiency Syndrome: Napon HIRANBURANA","Not specified"
12/04,11:00 - 12:00,OS010,"Antimicrobial drugs in action","Katy JEANNOT; Timothy R. WALSH","In vivo cefiderocol resistance due to cirA modification during treatment: Edoardo CARRETTO | Long-term outcomes in dalbavancin-treated patients with vascular graft infection.: Antoine SPECKLIN | Aztreonam, ceftazidime/avibactam, and tigecycline combination for the management of multi-drug resistant E.coli on peritonitis in a pediatric liver transplant recipient: Ronaldo MORALES JUNIOR | Early oral antibiotic treatment in patients with post-neurosurgical brain abscesses caused by Cutibacterium acnes – a case series: Mario KAROLYI | Meropenem-vaborbactam as intrathecal-sparing therapy for the treatment of carbapenem-resistant K. pneumoniae shunt-related ventriculitis: two case reports.: Gabriele GIULIANO","Not specified"
12/04,11:00 - 12:00,OS011,"Around the lab in 80 ways: a journey through innovative therapeutics","Zuzanna DRULIS-KAWA; Helena ZEMLICKOVA","In vivo expression of an mRNA encoded multi-mechanistic mAb combination against Staphylococcus aureus and protection in a disease model: Christine TKACZYK | Hijacking intrinsic resistance in Mycobacterium abscessus: Gregory PHELPS | Tripartite bacteriophage-based strategy to combat human clinical pathogens: Panos KALATZIS | Eosin Y and Ceragenin combinations for enhanced antimicrobial photodynamic therapy: Yamac TEKINTAS | Identification of compounds capable of removing established bacterial biofilms: Thomas INZANA","Not specified"
12/04,11:00 - 12:00,OS012,"Climate Impact and One Health Approaches Against Infectious Diseases","Chadia WANNOUS","Airborne Threats: Pollution, Climate, and Respiratory Infections in a Pyrenean setting: The Andorran hospital based respiratory perspective: Cristina ROYO-CEBRECOS | Effects of climate change on Aedes aegypti abundance and dengue transmission: Lin GENG | Impact of climate variables on Crimean-Congo hemorrhagic fever in Iran, Iraq, Kazakhstan, and Russia: Mohammad FEREIDOUNI | Successful public health and one health response to a high pathogenicity avian influenza outbreak in poultry farms in Victoria, Australia: implications for future planning: Eugene ATHAN | Turning disease surveillance into reality: Using metagenomic sequencing with piggery wastewater: Manavi MURALIDHAR","Not specified"
12/04,11:00 - 12:00,OS013,"Viral challenges in organ transplantation","Ghady HAIDAR; Cristiana OPREA","Evaluation of an individualized CMV prevention strategy guided by post-transplant CMV-specific cell-mediated immunity in intermediate-risk kidney transplant recipients: Isabel RODR�GUEZ-GONCER | Real-world Use of Letermovir Prophylaxis for Cytomegalovirus (CMV) Prevention in Non-kidney Transplant Recipients: Abdallah MUGHRABI | Real-world administration of maribavir beyond the eight weeks established in the clinical trial: David MART�NEZ-SIM�N | Prediction of BK Polyomavirus nephropathy in kidney transplantation by measuring neutralizing responses in a large cohort of donor and recipients: Morgane SOLIS | Dengue in solid organ transplant recipients: Santiago Iv�n GALIAN","Not specified"
12/04,11:00 - 12:00,SY045,"What happens following TB infection?","Catherine ONG; Sean WASSERMAN","Post-TB disease: burden and treatment strategies: Deborah CHONG | TB sequelae and fungal infection: Helmut SALZER","ESCMID Study Group for Mycobacterial Infections (ESGMYC), CPAnet"
12/04,11:00 - 12:00,SY046,"New frontiers in bacterial pathogenesis","Silvio Daniel BRUGGER; Abdou HACHANI","Bacterial infections and cellular immunity: Charlotte ODENDALL | Immuno-metabolism in bacterial diseases: Tania WONG","Not specified"
12/04,11:00 - 12:00,SY047,"How long should contact isolation precautions be continued?","Cansu CIMEN; Kyriaki TRYFINOPOULOU","Contact isolation in patients with MDR organisms: Why, when, where?: Gabriel BIRGAND | Is discontinuation of contact precautions associated with an increase in infections?: Daniel DIEKEMA","ESCMID Study Group for Nosocomial Infections (ESGNI), EUCIC Steering Committee, Multidisciplinary Joint Committee Infection Control UEMS"
12/04,11:00 - 12:00,YIA,"Young Investigator Award Session","","Deciphering the pathogenic traits and epidemiological identities of Staphylococcus pseudintermedius: an emerging and underestimated zoonotic pathogen: Ikechukwu Benjamin MOSES | Drugs for Vector-borne Infections: Facts and Fibrillations: Xin Hui CHAN | Duke criteria for the diagnosis of infective endocarditis in clinical practice: are we there yet?: Matthaios PAPADIMITRIOU OLIVGERIS | Finding a place for observational studies in infectious diseases research: Anthony BAI | Clearing fungal fog in viral storms: deciphering influenza- and COVID-19-associated pulmonary aspergillosis: Simon FEYS","Not specified"
12/04,11:30 - 11:50,IPT03,"Developing a potential first-in-class live biotherapeutic product (LBP) to prevent recurrent C. difficile infection (rCDI)","","Developing a potential first-in-class live biotherapeutic product (LBP) to prevent recurrent C. difficile infection (rCDI): Oliver A. CORNELY","Not specified"
12/04,12:00 - 12:20,IPT04,"The DRAIGON project: developing MDR diagnosis with AI-driven whole-genome sequencing for rapid, precise, and comprehensive detection of resistant infections","","The DRAIGON Project: developing MDR diagnosis with AI-driven whole-genome sequencing for rapid, precise, and comprehensive detection of resistant infections: Irina MELN","Not specified"
12/04,12:00 - 13:30,PS001,"01a. HIV/AIDS (incl diagnostics & epidemiology, anti-retroviral drugs, vaccines, treatment & susceptibility/resistance)","","Measles seroprevalence in  people living with human immunodeficiency virus in  northern Transylvania, Romania: Adriana Violeta TOPAN | Evaluation of HIV Ag/Ab combo, HBsAg and anti-HCV serological assays on a new-to-market, high throughput analyser for emergency department opt-out testing in a high prevalence population as part of the United Kingdom screening programme: Ana Sofia GIL VIEIRA DA SILVA | Enhanced clearance of broadly neutralising HIV-1 Antibody VRC07-523-LS under Viremia: influences on trial design and analysis: Brian HO | Clinical impact of integrase inhibitor resistance: a growing challenge for the future?: Jorge CISCAR SORIANO | Evaluation of the new DxI 9000 anti-HIV antibody and antigen combo assay: Martin OBERMEIER | Cytomegalovirus IgG concentration is associated with reduced lung function in well-treated persons with HIV: Jeppe Terpager CHRISTIANSEN | Mental health in PLWH: psychopathological variables and personality traits in patients compared with non-clinical subjects in Italy: Francesco ROMANO | Significant mortality reduction of severe Pneumocystis jirovecii pneumonia in people living with HIV treated in the intensive care unit, Croatia, 2002-2023: Filip GLAVAC | Analysis of resistance profiles in relation to subtypes and immune markers in newly diagnosed HIV patients: �znur G�NES | Analysis of the effect of high-sensitive CRP on bone density in people living with HIV: Philipp MATH� | Understanding the evolution of HIV-1 in Ghana: subtype distribution and drug resistance challenges: Pious APPIAH | Safety and efficacy of long-acting HIV treatment in real life at a tertiary care hospital: Francisco ARNAIZ DE LAS REVILLAS ALMAJANO | Evaluating HIV-1 protease drug binding affinity: structural prediction with AlphaFold2 and AutoDock Vina: Francisco MERCA | Toll-like receptors (TLRs) polymorphism in HIV-I infected patients with and without tuberculosis (TB) co-infection: Gaurav KAUSHIK | Generic HIV-1 Viral Load Ver 2.0: a dual target quantitative assay for HIV-1: Vera ALLERHEILIGEN | Clinical characteristics and treatment outcomes in critically ill people living with HIV: a single-centre study from an infectious disease intensive care unit, 2002-2023: Filip GLAVAC | Acceptability and feasibility interventions measures (AIM & FIM) of the implementation of long-acting cabotegravir plus rilpivirine (CAB LA + RPV LA) administration out of HIV units: the IMADART study: Alfonso CABELLO | Gender defines factors related to linkage to HIV care and early antiretroviral therapy—The Go Holistic Go Beyond project: Dominik BURSA | Identification of APOBEC mutations and their impact on HIV drug resistance using next-generation sequencing (NGS): Paloma MU�OZ | Longitudinal study of type I interferon neutralising antibodies in people living with HIV: Alessandra D'AURIA | Influence of immune exhaustion receptors PD-1 and PD-1L on immune reconstitution in ART-treated patients living with HIV: Milosz PARCZEWSKI | NAFLD and hepatitis B status as predictors of liver fibrosis in PLWH who switch to LA-ART: Jose Ignacio MATEO GONZALEZ | Development of engineered nanocarrier for controlled delivery of a protease inhibitor: Prakash GOSAIN | Three decades of HIV/AIDS in Iran: epidemiological trends, socioeconomic impacts, and risk factors: Seyed Aria NEJADGHADERI | Incidence density and risk factors of hepatitis B and/or hepatitis C co-infection among newly enrolled HIV patients in a tertiary government hospital treatment hub: Honey Jane BLANCO-LIMOS | CMV disease predictors and CMV viremia impact on immune reconstitution in advanced HIV infection: Paula SUANZES | A nationwide survey on self-perception of HIV acquisition risk among people in prisons in Iran: Seyed Aria NEJADGHADERI | Treatment and follow-up of HIV-infected patients diagnosed during the COVID-19 pandemic: Masa JOVANOVIC | NGF levels differ by CD4+ T cell count and change after treatment in PLWH: Luca MADDALONI | Whole-genome sequencing: new strategies for managing HIV: Marta ILLESCAS L�PEZ | Resistance to integrase inhibitors in HIV patients with therapeutic failure: striving for ""zero resistance"": Lucia PEREZ RODRIGUEZ | Genetic diversity in the capsid protein-coding region of HIV-1 circulating in Angola: implications for primary resistance to the novel capsid inhibitor lenacapavir: Gon�alo QUEIR�S | Assessing the prevalence of latent tuberculosis infection among people living with HIV with viral suppression and CD4+ T cell counts = 200 cells/μl in Thailand: Shodok PROMSANJAN | Phenotypic modulation of RBD-specific B cells in people living with HIV upon booster vaccinations with SARS-CoV-2 mRNA vaccines: Jacopo POLVERE | Medication optimisation in older people living with HIV: a multidisciplinary approach: Fatma Nisa BALLI TURHAN | Long-acting CAB + RPV: safety, efficacy, and discontinuation risks in ODOACRE cohort: Andrea DE VITO | Statins under-prescription in people with HIV in Thailand: Sireethorn NIMITVILAI","Not specified"
